,Gesamtfallzahlen
Bedburg-Hau,619
Emmerich,1610
Geldern,2034
Goch,1484
Issum,526
Kalkar,605
Kerken,464
Kevelaer,1322
Kleve,2489
Kranenburg,563
Rees,830
Rheurdt,217
Straelen,813
Uedem,275
Wachtendonk,339
Weeze,665
