,Gesamtfallzahlen
Bedburg-Hau,558
Emmerich,1457
Geldern,1818
Goch,1246
Issum,476
Kalkar,462
Kerken,394
Kevelaer,1187
Kleve,2189
Kranenburg,520
Rees,737
Rheurdt,191
Straelen,723
Uedem,230
Wachtendonk,283
Weeze,587
