,Gesamtfallzahlen
Bedburg-Hau,544
Emmerich,1436
Geldern,1771
Goch,1221
Issum,463
Kalkar,441
Kerken,383
Kevelaer,1150
Kleve,2111
Kranenburg,513
Rees,729
Rheurdt,186
Straelen,707
Uedem,210
Wachtendonk,279
Weeze,569
