,Gesamtfallzahlen
Bedburg-Hau,509
Emmerich,1354
Geldern,1522
Goch,1131
Issum,436
Kalkar,399
Kerken,362
Kevelaer,1059
Kleve,1911
Kranenburg,485
Rees,701
Rheurdt,174
Straelen,648
Uedem,199
Wachtendonk,272
Weeze,553
