,Gesamtfallzahlen
Bedburg-Hau,564
Emmerich,1459
Geldern,1825
Goch,1253
Issum,479
Kalkar,463
Kerken,396
Kevelaer,1196
Kleve,2199
Kranenburg,520
Rees,738
Rheurdt,192
Straelen,726
Uedem,231
Wachtendonk,283
Weeze,587
