,Gesamtfallzahlen
Bedburg-Hau,503
Emmerich,1338
Geldern,1513
Goch,1126
Issum,436
Kalkar,395
Kerken,360
Kevelaer,1052
Kleve,1884
Kranenburg,484
Rees,698
Rheurdt,172
Straelen,644
Uedem,199
Wachtendonk,272
Weeze,550
