,Gesamtfallzahlen
Bedburg-Hau,552
Emmerich,1448
Geldern,1795
Goch,1227
Issum,464
Kalkar,445
Kerken,390
Kevelaer,1165
Kleve,2132
Kranenburg,518
Rees,735
Rheurdt,191
Straelen,715
Uedem,216
Wachtendonk,282
Weeze,583
