,Gesamtfallzahlen
Bedburg-Hau,509
Emmerich,1360
Geldern,1525
Goch,1135
Issum,437
Kalkar,399
Kerken,362
Kevelaer,1061
Kleve,1917
Kranenburg,486
Rees,702
Rheurdt,175
Straelen,648
Uedem,199
Wachtendonk,272
Weeze,554
