,Gesamtfallzahlen
Bedburg-Hau,518
Emmerich,1389
Geldern,1547
Goch,1158
Issum,448
Kalkar,410
Kerken,373
Kevelaer,1083
Kleve,1985
Kranenburg,494
Rees,718
Rheurdt,183
Straelen,660
Uedem,201
Wachtendonk,275
Weeze,559
