,Gesamtfallzahlen
Bedburg-Hau,773
Emmerich,2129
Geldern,2699
Goch,2025
Issum,726
Kalkar,896
Kerken,677
Kevelaer,1725
Kleve,3330
Kranenburg,718
Rees,1193
Rheurdt,298
Straelen,1153
Uedem,378
Wachtendonk,494
Weeze,871
