,Gesamtfallzahlen
Bedburg-Hau,890
Emmerich,2538
Geldern,3204
Goch,2419
Issum,886
Kalkar,1209
Kerken,870
Kevelaer,2286
Kleve,4284
Kranenburg,851
Rees,1399
Rheurdt,374
Straelen,1424
Uedem,492
Wachtendonk,680
Weeze,1203
