,Gesamtfallzahlen
Bedburg-Hau,462
Emmerich,1268
Geldern,1489
Goch,1087
Issum,425
Kalkar,377
Kerken,350
Kevelaer,1029
Kleve,1808
Kranenburg,461
Rees,685
Rheurdt,168
Straelen,636
Uedem,188
Wachtendonk,272
Weeze,534
