,Gesamtfallzahlen
Bedburg-Hau,566
Emmerich,1460
Geldern,1841
Goch,1264
Issum,479
Kalkar,465
Kerken,402
Kevelaer,1200
Kleve,2203
Kranenburg,522
Rees,741
Rheurdt,193
Straelen,726
Uedem,231
Wachtendonk,283
Weeze,589
