,Gesamtfallzahlen
Bedburg-Hau,517
Emmerich,1389
Geldern,1542
Goch,1150
Issum,448
Kalkar,409
Kerken,371
Kevelaer,1077
Kleve,1974
Kranenburg,494
Rees,715
Rheurdt,182
Straelen,659
Uedem,201
Wachtendonk,274
Weeze,558
