,Gesamtfallzahlen
Bedburg-Hau,520
Emmerich,1391
Geldern,1549
Goch,1165
Issum,448
Kalkar,416
Kerken,374
Kevelaer,1085
Kleve,1991
Kranenburg,497
Rees,718
Rheurdt,183
Straelen,663
Uedem,201
Wachtendonk,278
Weeze,560
