,Gesamtfallzahlen
Bedburg-Hau,466
Emmerich,1291
Geldern,1496
Goch,1091
Issum,427
Kalkar,377
Kerken,356
Kevelaer,1035
Kleve,1821
Kranenburg,471
Rees,696
Rheurdt,168
Straelen,639
Uedem,189
Wachtendonk,275
Weeze,537
