,Gesamtfallzahlen
Bedburg-Hau,549
Emmerich,1446
Geldern,1792
Goch,1225
Issum,464
Kalkar,442
Kerken,388
Kevelaer,1160
Kleve,2125
Kranenburg,516
Rees,733
Rheurdt,191
Straelen,713
Uedem,215
Wachtendonk,281
Weeze,581
