,Gesamtfallzahlen
Bedburg-Hau,502
Emmerich,1327
Geldern,1501
Goch,1121
Issum,436
Kalkar,390
Kerken,360
Kevelaer,1042
Kleve,1872
Kranenburg,482
Rees,695
Rheurdt,173
Straelen,644
Uedem,199
Wachtendonk,272
Weeze,546
