,Gesamtfallzahlen
Bedburg-Hau,540
Emmerich,1426
Geldern,1723
Goch,1213
Issum,459
Kalkar,432
Kerken,380
Kevelaer,1140
Kleve,2087
Kranenburg,510
Rees,728
Rheurdt,186
Straelen,701
Uedem,210
Wachtendonk,279
Weeze,566
