,Gesamtfallzahlen
Bedburg-Hau,502
Emmerich,1328
Geldern,1504
Goch,1123
Issum,436
Kalkar,390
Kerken,360
Kevelaer,1043
Kleve,1875
Kranenburg,482
Rees,695
Rheurdt,173
Straelen,644
Uedem,199
Wachtendonk,272
Weeze,546
