,Gesamtfallzahlen
Bedburg-Hau,554
Emmerich,1456
Geldern,1812
Goch,1236
Issum,471
Kalkar,458
Kerken,394
Kevelaer,1183
Kleve,2149
Kranenburg,518
Rees,737
Rheurdt,191
Straelen,719
Uedem,223
Wachtendonk,282
Weeze,587
