,Gesamtfallzahlen
Bedburg-Hau,548
Emmerich,1443
Geldern,1787
Goch,1224
Issum,464
Kalkar,442
Kerken,385
Kevelaer,1158
Kleve,2124
Kranenburg,516
Rees,731
Rheurdt,190
Straelen,710
Uedem,214
Wachtendonk,281
Weeze,577
