,Gesamtfallzahlen
Bedburg-Hau,489
Emmerich,1311
Geldern,1500
Goch,1099
Issum,435
Kalkar,386
Kerken,361
Kevelaer,1036
Kleve,1854
Kranenburg,473
Rees,696
Rheurdt,168
Straelen,639
Uedem,191
Wachtendonk,271
Weeze,538
