,Gesamtfallzahlen
Bedburg-Hau,493
Emmerich,1315
Geldern,1500
Goch,1103
Issum,435
Kalkar,386
Kerken,361
Kevelaer,1037
Kleve,1858
Kranenburg,474
Rees,696
Rheurdt,168
Straelen,639
Uedem,191
Wachtendonk,271
Weeze,539
