,Gesamtfallzahlen
Bedburg-Hau,552
Emmerich,1447
Geldern,1796
Goch,1225
Issum,464
Kalkar,445
Kerken,388
Kevelaer,1161
Kleve,2130
Kranenburg,517
Rees,733
Rheurdt,191
Straelen,713
Uedem,216
Wachtendonk,282
Weeze,580
