,Gesamtfallzahlen
Bedburg-Hau,733
Emmerich,1993
Geldern,2586
Goch,1873
Issum,695
Kalkar,827
Kerken,626
Kevelaer,1657
Kleve,3076
Kranenburg,684
Rees,1157
Rheurdt,263
Straelen,1089
Uedem,368
Wachtendonk,447
Weeze,839
