,Gesamtfallzahlen
Bedburg-Hau,640
Emmerich,1671
Geldern,2118
Goch,1572
Issum,562
Kalkar,667
Kerken,499
Kevelaer,1405
Kleve,2591
Kranenburg,598
Rees,922
Rheurdt,227
Straelen,872
Uedem,295
Wachtendonk,358
Weeze,719
