,Gesamtfallzahlen
Bedburg-Hau,704
Emmerich,1853
Geldern,2372
Goch,1729
Issum,634
Kalkar,753
Kerken,567
Kevelaer,1535
Kleve,2864
Kranenburg,649
Rees,1095
Rheurdt,251
Straelen,989
Uedem,334
Wachtendonk,400
Weeze,779
