,Gesamtfallzahlen
Bedburg-Hau,500
Emmerich,1322
Geldern,1494
Goch,1116
Issum,436
Kalkar,390
Kerken,360
Kevelaer,1040
Kleve,1865
Kranenburg,481
Rees,695
Rheurdt,173
Straelen,644
Uedem,199
Wachtendonk,272
Weeze,545
