,Gesamtfallzahlen
Bedburg-Hau,526
Emmerich,1405
Geldern,1581
Goch,1181
Issum,450
Kalkar,425
Kerken,378
Kevelaer,1103
Kleve,2021
Kranenburg,500
Rees,723
Rheurdt,183
Straelen,675
Uedem,203
Wachtendonk,278
Weeze,562
