,Gesamtfallzahlen
Bedburg-Hau,610
Emmerich,1574
Geldern,1984
Goch,1429
Issum,515
Kalkar,569
Kerken,449
Kevelaer,1283
Kleve,2427
Kranenburg,548
Rees,797
Rheurdt,211
Straelen,772
Uedem,266
Wachtendonk,327
Weeze,649
