,Gesamtfallzahlen
Bedburg-Hau,603
Emmerich,1537
Geldern,1952
Goch,1392
Issum,503
Kalkar,547
Kerken,437
Kevelaer,1265
Kleve,2381
Kranenburg,542
Rees,777
Rheurdt,209
Straelen,759
Uedem,262
Wachtendonk,317
Weeze,636
