,Gesamtfallzahlen
Bedburg-Hau,490
Emmerich,1312
Geldern,1500
Goch,1102
Issum,435
Kalkar,386
Kerken,361
Kevelaer,1037
Kleve,1856
Kranenburg,474
Rees,696
Rheurdt,168
Straelen,639
Uedem,191
Wachtendonk,271
Weeze,539
