,Gesamtfallzahlen
Bedburg-Hau,609
Emmerich,1564
Geldern,1965
Goch,1417
Issum,514
Kalkar,564
Kerken,445
Kevelaer,1277
Kleve,2415
Kranenburg,546
Rees,792
Rheurdt,211
Straelen,766
Uedem,266
Wachtendonk,320
Weeze,645
