,Gesamtfallzahlen
Bedburg-Hau,465
Emmerich,1282
Geldern,1491
Goch,1091
Issum,426
Kalkar,377
Kerken,355
Kevelaer,1032
Kleve,1816
Kranenburg,469
Rees,693
Rheurdt,168
Straelen,637
Uedem,189
Wachtendonk,273
Weeze,537
