,Gesamtfallzahlen
Bedburg-Hau,695
Emmerich,1824
Geldern,2337
Goch,1701
Issum,627
Kalkar,739
Kerken,554
Kevelaer,1511
Kleve,2833
Kranenburg,641
Rees,1069
Rheurdt,249
Straelen,967
Uedem,329
Wachtendonk,393
Weeze,763
