,Gesamtfallzahlen
Bedburg-Hau,803
Emmerich,2218
Geldern,2773
Goch,2087
Issum,754
Kalkar,937
Kerken,736
Kevelaer,1824
Kleve,3509
Kranenburg,753
Rees,1227
Rheurdt,315
Straelen,1198
Uedem,399
Wachtendonk,530
Weeze,923
