,Gesamtfallzahlen
Bedburg-Hau,587
Emmerich,1493
Geldern,1894
Goch,1321
Issum,492
Kalkar,484
Kerken,424
Kevelaer,1220
Kleve,2295
Kranenburg,531
Rees,747
Rheurdt,196
Straelen,739
Uedem,239
Wachtendonk,298
Weeze,600
