,Gesamtfallzahlen
Bedburg-Hau,1279
Emmerich,3488
Geldern,4514
Goch,3329
Issum,1280
Kalkar,1861
Kerken,1352
Kevelaer,3208
Kleve,5817
Kranenburg,1193
Rees,2169
Rheurdt,619
Straelen,2227
Uedem,777
Wachtendonk,991
Weeze,1593
