,Gesamtfallzahlen
Bedburg-Hau,564
Emmerich,1459
Geldern,1825
Goch,1253
Issum,479
Kalkar,463
Kerken,396
Kevelaer,1197
Kleve,2198
Kranenburg,521
Rees,739
Rheurdt,192
Straelen,726
Uedem,232
Wachtendonk,283
Weeze,587
