,Gesamtfallzahlen
Bedburg-Hau,545
Emmerich,1436
Geldern,1775
Goch,1222
Issum,463
Kalkar,441
Kerken,384
Kevelaer,1150
Kleve,2115
Kranenburg,514
Rees,729
Rheurdt,186
Straelen,707
Uedem,211
Wachtendonk,279
Weeze,569
