,Gesamtfallzahlen
Bedburg-Hau,534
Emmerich,1414
Geldern,1646
Goch,1201
Issum,456
Kalkar,425
Kerken,378
Kevelaer,1113
Kleve,2058
Kranenburg,507
Rees,726
Rheurdt,186
Straelen,689
Uedem,204
Wachtendonk,278
Weeze,563
