,Gesamtfallzahlen
Bedburg-Hau,497
Emmerich,1318
Geldern,1493
Goch,1112
Issum,435
Kalkar,388
Kerken,362
Kevelaer,1040
Kleve,1862
Kranenburg,477
Rees,697
Rheurdt,173
Straelen,643
Uedem,200
Wachtendonk,271
Weeze,542
