,Gesamtfallzahlen
Bedburg-Hau,495
Emmerich,1317
Geldern,1491
Goch,1110
Issum,435
Kalkar,387
Kerken,362
Kevelaer,1038
Kleve,1856
Kranenburg,479
Rees,697
Rheurdt,173
Straelen,641
Uedem,194
Wachtendonk,271
Weeze,541
