,Gesamtfallzahlen
Bedburg-Hau,494
Emmerich,1316
Geldern,1491
Goch,1110
Issum,435
Kalkar,387
Kerken,361
Kevelaer,1037
Kleve,1854
Kranenburg,479
Rees,696
Rheurdt,173
Straelen,641
Uedem,194
Wachtendonk,271
Weeze,541
