,Gesamtfallzahlen
Bedburg-Hau,1082
Emmerich,3030
Geldern,3846
Goch,2812
Issum,1058
Kalkar,1551
Kerken,1116
Kevelaer,2773
Kleve,5086
Kranenburg,1027
Rees,1660
Rheurdt,488
Straelen,1800
Uedem,642
Wachtendonk,861
Weeze,1406
