Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,721,61,648,12
Grefrath,704,50,645,9
Kempen,1923,108,1781,34
Nettetal,2605,193,2353,59
Niederkrüchten,594,36,542,16
Schwalmtal,709,45,650,14
Tönisvorst,1410,114,1275,21
Viersen,4255,285,3853,117
Willich,2380,214,2131,35
o. Angabe,0,0,0,0
Gesamt,15301,1106,13878,317
