Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1518,5,1480,33
Nettetal,2010,14,1939,57
Niederkrüchten,444,5,423,16
Schwalmtal,524,1,510,13
Tönisvorst,1081,2,1059,20
Viersen,3304,7,3183,114
Willich,1706,3,1668,35
o. Angabe,0,0,0,0
Gesamt,11616,37,11271,308
