Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,497,6,479,12
Grefrath,557,9,540,8
Kempen,1539,5,1501,33
Nettetal,2050,17,1976,57
Niederkrüchten,449,3,430,16
Schwalmtal,537,6,517,14
Tönisvorst,1094,6,1068,20
Viersen,3363,39,3210,114
Willich,1760,14,1711,35
o. Angabe,0,0,0,0
Gesamt,11846,105,11432,309
