Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,566,21,533,12
Grefrath,599,5,586,8
Kempen,1693,38,1622,33
Nettetal,2213,45,2111,57
Niederkrüchten,478,8,454,16
Schwalmtal,610,19,577,14
Tönisvorst,1225,14,1190,21
Viersen,3656,99,3442,115
Willich,1933,48,1850,35
o. Angabe,0,0,0,0
Gesamt,12973,297,12365,311
