Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,815,85,718,12
Grefrath,837,118,708,11
Kempen,2182,228,1917,37
Nettetal,2935,288,2587,60
Niederkrüchten,656,56,584,16
Schwalmtal,796,83,699,14
Tönisvorst,1581,161,1399,21
Viersen,4631,347,4165,119
Willich,2633,232,2365,36
o. Angabe,0,0,0,0
Gesamt,17066,1598,15142,326
