Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1317,178,1127,12
Grefrath,1425,295,1115,15
Kempen,3493,391,3061,41
Nettetal,4136,304,3770,62
Niederkrüchten,1116,214,886,16
Schwalmtal,1304,214,1075,15
Tönisvorst,2708,272,2413,23
Viersen,7080,686,6265,129
Willich,4114,401,3675,38
o. Angabe,0,0,0,0
Gesamt,26693,2955,23387,351
