Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,967,57,898,12
Grefrath,991,68,909,14
Kempen,2764,244,2479,41
Nettetal,3532,222,3248,62
Niederkrüchten,788,46,726,16
Schwalmtal,996,70,911,15
Tönisvorst,2086,256,1807,23
Viersen,5798,502,5167,129
Willich,3291,324,2929,38
o. Angabe,0,0,0,0
Gesamt,21213,1789,19074,350
