Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,541,1,532,8
Kempen,1520,1,1486,33
Nettetal,2012,2,1953,57
Niederkrüchten,446,0,430,16
Schwalmtal,528,3,511,14
Tönisvorst,1084,3,1061,20
Viersen,3310,6,3190,114
Willich,1714,4,1675,35
o. Angabe,0,0,0,0
Gesamt,11644,20,11315,309
