Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1628,454,1162,12
Grefrath,1657,487,1155,15
Kempen,4352,1191,3119,42
Nettetal,5131,1229,3840,62
Niederkrüchten,1309,378,914,17
Schwalmtal,1675,566,1093,16
Tönisvorst,3400,885,2492,23
Viersen,8280,1689,6462,129
Willich,4756,917,3799,40
o. Angabe,0,0,0,0
Gesamt,32188,7796,24036,356
