Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,627,33,582,12
Grefrath,640,25,607,8
Kempen,1753,37,1682,34
Nettetal,2331,55,2219,57
Niederkrüchten,534,30,488,16
Schwalmtal,655,15,626,14
Tönisvorst,1259,17,1221,21
Viersen,3832,73,3643,116
Willich,2061,59,1967,35
o. Angabe,0,0,0,0
Gesamt,13692,344,13035,313
