Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1520,2,1485,33
Nettetal,2011,2,1952,57
Niederkrüchten,446,0,430,16
Schwalmtal,528,4,510,14
Tönisvorst,1083,2,1061,20
Viersen,3308,4,3190,114
Willich,1712,5,1672,35
o. Angabe,0,0,0,0
Gesamt,11637,19,11309,309
