Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,575,20,543,12
Grefrath,599,0,591,8
Kempen,1698,19,1646,33
Nettetal,2233,40,2136,57
Niederkrüchten,482,7,459,16
Schwalmtal,616,17,585,14
Tönisvorst,1234,14,1199,21
Viersen,3689,71,3502,116
Willich,1948,39,1874,35
o. Angabe,0,0,0,0
Gesamt,13074,227,12535,312
