Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,563,18,533,12
Grefrath,599,6,585,8
Kempen,1692,43,1616,33
Nettetal,2208,44,2107,57
Niederkrüchten,478,9,453,16
Schwalmtal,604,20,570,14
Tönisvorst,1223,14,1188,21
Viersen,3647,103,3429,115
Willich,1928,45,1848,35
o. Angabe,0,0,0,0
Gesamt,12942,302,12329,311
