Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,504,8,484,12
Grefrath,560,7,545,8
Kempen,1561,23,1505,33
Nettetal,2069,25,1987,57
Niederkrüchten,453,4,433,16
Schwalmtal,541,6,521,14
Tönisvorst,1106,14,1072,20
Viersen,3384,39,3231,114
Willich,1776,21,1720,35
o. Angabe,0,0,0,0
Gesamt,11954,147,11498,309
