Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,644,32,600,12
Grefrath,646,18,620,8
Kempen,1778,40,1704,34
Nettetal,2380,72,2251,57
Niederkrüchten,547,31,500,16
Schwalmtal,656,5,637,14
Tönisvorst,1276,30,1225,21
Viersen,3909,106,3686,117
Willich,2113,77,2001,35
o. Angabe,0,0,0,0
Gesamt,13949,411,13224,314
