Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1516,10,1473,33
Nettetal,2006,13,1936,57
Niederkrüchten,440,6,418,16
Schwalmtal,524,7,504,13
Tönisvorst,1081,2,1059,20
Viersen,3302,11,3177,114
Willich,1704,9,1660,35
o. Angabe,0,0,0,0
Gesamt,11602,58,11236,308
