Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1264,147,1105,12
Grefrath,1374,272,1087,15
Kempen,3413,355,3017,41
Nettetal,4115,341,3712,62
Niederkrüchten,1059,171,872,16
Schwalmtal,1224,153,1056,15
Tönisvorst,2682,288,2371,23
Viersen,7064,787,6148,129
Willich,4070,426,3606,38
o. Angabe,0,0,0,0
Gesamt,26265,2940,22974,351
