Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,491,2,477,12
Grefrath,546,4,534,8
Kempen,1532,11,1488,33
Nettetal,2031,17,1957,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,0,516,14
Tönisvorst,1088,2,1066,20
Viersen,3323,10,3199,114
Willich,1737,14,1688,35
o. Angabe,0,0,0,0
Gesamt,11724,60,11355,309
